;2021;2022;2023;2024;2025;2026;2027;2028;2029;2030;2031;2032;2033;2034;2035;2036;2037;2038;2039;2040;2041;2042;2043;2044;2045;2046;2047;2048;2049;2050
Dominican Republic;10953,721357133512;11056,479930872261;11156,461204180372;11254,004819438605;11349,385580109498;11442,748742386862;11534,10545014802;11623,371013454476;11710,420879430085;11795,14150386907;11877,461997116201;11957,362750583186;12034,865540431267;12110,013927309175;12182,853024867329;12253,415082335452;12321,713525613057;12387,744666079301;12451,494163996675;12512,944771060009;12572,08256271609;12628,900205082127;12683,3971699023;12735,577780572488;12785,448367485014;12833,014688403786;12878,280328194121;12921,246267520608;12961,911390079631;13000,273479731712
Ecuador;17889,518712204397;18119,44687801486;18344,72002908858;18578,95592879178;18830,835599188442;19101,935077424445;19385,19367434098;19669,183575616793;19941,778946277434;20196,20656019815;20432,56776181385;20658,68601000824;20885,674332020288;21124,399922255845;21380,07495604941;21651,340723009955;21930,01339179599;22205,59520730721;22468,61705775221;22715,413574083883;22948,48648923637;23176,259705481265;23408,569630331425;23653,566316584067;23913,559227451457;24185,152381892556;24459,90188658461;24728,756473145517;24984,876258213604;25227,18980772275
Egypt;104262,3931098857;106173,86710770229;108072,24131968188;109961,55474523257;111845,4977737638;113726,79442784961;115607,03118957845;117486,83702156994;119366,2376476072;121245,01654935589;123122,97589564844;125000,06240032932;126876,37819449777;128752,12399050969;130627,52338958446;132502,76277275642;134377,961754359;136253,17287226822;138128,39996458276;140003,6226320319;141878,81707153568;143753,9684687121;145629,0746616142;147504,143623301;149379,18821524823;151254,22111383465;153129,25156239935;155004,28432984592;156879,3203780784;158754,3583779019
El Salvador;6518,487520349298;6550,348728641104;6581,809791280357;6612,9226571685585;6643,730105374388;6674,254012193039;6704,498631868232;6734,458994752489;6764,1281598831065;6793,501098692293;6822,575596509045;6851,351521018231;6879,82968283464;6908,010973979601;6935,895967182172;6963,484871290119;6990,777656652033;7017,774203405976;7044,474400697418;7070,878185528741;7096,98554037356;7122,79647410614;7148,311003366762;7173,529141510809;7198,450895187435;7223,076265538763;7247,405250898752;7271,437849061959;7295,174058467788;7318,613878450871
Equatorial Guinea;1449,9167681681636;1496,749975876905;1543,4877271846537;1590,1537093129098;1636,7798705105145;1683,3960498705244;1730,0236354454541;1776,6734658796438;1823,3470160246234;1870,0394214458654;1916,7429538091462;1963,4499417504833;2010,1546257523407;2056,853878379916;2103,5470223716907;2150,2351155327838;2196,9200688408196;2243,60387313892;2290,28808426135;2336,973599450498;2383,6606749699354;2430,3490939187745;2477,038389277635;2523,7280478637913;2570,417652249608;2617,10694828487;2663,7958484744468;2710,484393442746;2757,172695961193;2803,8608874754527
Eritrea;3600,3567513416488;3657,30368756304;3714,990400454926;3771,1361883252275;3823,9380908641433;3872,288160426632;3915,76805430984;3954,5043670472405;3988,9684016157107;4019,783600535703;4047,5772305790406;4072,8890174589155;4096,1324696839765;4117,5954446814585;4137,463874887998;4155,85436366322;4172,845391823605;4188,501384592312;4202,887738535827;4216,077566997744;4228,152326670539;4239,198861685991;4249,3050920119895;4258,555926641292;4267,030272998586;4274,799416199711;4281,926634233807;4288,467704431145;4294,471905479534;4299,9831725288395
Estonia;1325,1252979191333;1321,8080561363506;1317,4754804509425;1313,2781951741888;1310,0779987308351;1308,3205653827763;1307,8252598314311;1308,0521029664394;1308,2299415021218;1307,762333226502;1306,3074884602966;1303,9598007296152;1301,0616319599885;1298,1422148983913;1295,6207224888437;1293,7619761424517;1292,5246975713178;1291,6974546648648;1290,919398547823;1289,8990150433626;1288,434503849264;1286,538973338266;1284,3403552329644;1282,0843681800852;1279,9723610378107;1278,1566327915823;1276,6381809778547;1275,3419363069002;1274,100835093089;1272,7769085645525
Eswatini;1172,2217137468404;1184,251612113974;1196,274404016343;1208,3500166138765;1220,5361480550862;1232,8557305738764;1245,282355091282;1257,745350907601;1270,1495283487748;1282,4006458567353;1294,4272866493668;1306,1925525295912;1317,6934007993932;1328,9498422081633;1339,9891562240873;1350,8310486845653;1361,4783863785924;1371,91555654759;1382,1136753728258;1392,0397682102534;1401,6662303704645;1410,9774017921334;1419,9715583797122;1428,6584009212104;1437,0535784128172;1445,1724953312423;1453,025513227517;1460,615853040812;1467,9404084013604;1474,9926978012363
Ethiopia;117879,38657370699;120822,93916032989;123790,2132538837;126775,09006326926;129773,07300570857;132780,10586205227;135795,20525354496;138818,01502477407;141850,0931937651;144891,9257401972;147944,18155197985;151005,4980707354;154074,55530830965;157148,76463542992;160226,654937114;163306,58544540452;166388,5886217463;169472,5670396443;172559,5330052224;175649,64090633686;178743,40969995531;181840,14584759204;184939,48946657832;188040,24861229904;191142,02572685602;194244,07191153592;197346,63339191512;200449,61038999024;203553,62183685647;206658,6359578792
Falkland Islands (Malvinas);3,583007125452558;3,6781805179699067;3,771228445124389;3,863341773063462;3,955044143614706;4,046565809996904;4,1380080180272705;4,229415287020483;4,320807192791467;4,412192343121645;4,5035745229824915;4,594955396683119;4,686335696045373;4,777715742862372;4,8690956786314095;4,960475565570981;5,051855431039499;5,14323528706687;5,234615138942827;5,325994988993344;5,417374838241187;5,508754687136083;5,600134535875782;5,691514384547239;5,7828942331886894;5,874274081816945;5,965653930439399;6,057033779059302;6,1484136276780825;6,23979347629637
Faroe Islands;49,05381440654606;49,239281245552895;49,41777894246306;49,58855567076981;49,75274223292359;49,91310043975211;50,07287833830724;50,23497326451752;50,40120156459021;50,572023718171664;50,74663625932841;50,923388668912885;51,10034486900458;51,275830528998696;51,44882248416571;51,6191075697986;51,787206167093636;51,95411889458608;52,12099029052493;52,28878992217769;52,45809038467001;52,628983830535894;52,80113610089313;52,97394216687686;53,146726304834644;53,31892805869203;53,49022827219065;53,660592366371134;53,830233109517515;53,999515552366056
Fiji;902,61210912128;908,3650703191096;913,7334031900842;918,9338559790779;924,1729017190969;929,6620620881074;935,4622968343158;941,5590720579561;947,8049975116634;954,0546567071946;960,1502292917497;966,0359643326984;971,7077395297905;977,2598672675797;982,79093855973;988,4158725807597;994,1815613465503;1000,1005712290719;1006,1133900699891;1012,1539040775315;1018,1391788075088;1024,0312646883726;1029,8145688360414;1035,5258626760017;1041,2088610859853;1046,922864972555;1052,69769606722;1058,548982768031;1064,4545954841171;1070,3860840006596
Finland;5548,631052751143;5555,987928948728;5562,844467627901;5569,106133331462;5574,776571873978;5579,837918971757;5584,4270375934275;5588,66552848319;5592,764214869261;5596,839933059397;5601,011257171716;5605,2619317034105;5609,570161770658;5613,82664552264;5617,976880510395;5621,950545488025;5625,772028717203;5629,466092421281;5633,125647554176;5636,804292571509;5640,570912385542;5644,422502279133;5648,354286995412;5652,304912243779;5656,238111956741;5660,1007922678655;5663,891964506469;5667,610951924596;5671,301976646033;5674,992564212178
France;65427,91945323075;65589,46368993785;65750,12904955097;65898,72773693272;66027,31173566192;66131,8037269012;66214,83030381764;66282,62580386185;66344,1781257189;66406,70131407035;66474,88342431937;66548,61921064617;66624,8669763395;66698,15386919581;66763,75045969615;66818,4043431549;66862,13608498833;66897,18094796842;66927,73417212609;66957,75630460691;66990,33783667158;67026,30396720288;67064,782618324;67103,30047341547;67139,2866562701;67170,59344450726;67196,56979255554;67217,79300019666;67236,07424963193;67253,44481212077
French Guiana;306,41508793742054;313,9940426620809;321,4189178574266;328,73378722454214;335,982664432394;343,21978725467574;350,47747536871344;357,7816689445361;365,1340069596139;372,5315707902199;379,95722600646747;387,3979262297793;394,83682876415634;402,2664828716505;409,6799686930945;417,0791053319007;424,4652633365694;431,84480910361236;439,2212328892563;446,5998082338463;453,9818516843246;461,36930588537035;468,7608177068696;476,15599576960363;483,5525092335702;490,949586925863;498,3455278245039;505,74031037863244;513,1333214602523;520,5252637379715
French Polynesia;282,4961007169891;284,0376109343399;285,51653752116096;286,9318261199851;288,2910003780672;289,6069568955215;290,89463378437796;292,16812390277846;293,43859839366655;294,71318917893683;295,99478850382354;297,282584310871;298,573072849984;299,86127263745567;301,1418954664723;302,41029411172883;303,66308472412834;304,8984185796756;306,1159407585093;307,31651546520396;308,5018170541335;309,6738845593911;310,83472065988974;311,98598991741244;313,12884220105786;314,2638608181356;315,39111470982266;316,51028196459623;317,62080794321616;318,72206424024927
Gabon;2279,2158034640806;2333,1055823159554;2387,2181807930506;2441,306591303559;2495,1751559476243;2548,7313005874985;2601,982678393769;2655,0031660726436;2707,890739099361;2760,733336459193;2813,5899817737186;2866,48698623911;2919,424631067078;2972,388412156353;3025,359879961871;3078,32414858752;3131,273250326449;3184,20603395973;3237,1260285953476;3290,038721206049;3342,9492910518334;3395,861295372055;3448,7763246878076;3501,6943529597047;3554,614411122941;3607,535262965409;3660,455887111865;3713,3757021739916;3766,2945715335745;3819,212673969029
Gambia;2486,7899006746784;2557,7116770803477;2629,077683914067;2700,5750861526208;2772,0249445058994;2843,3344992483944;2914,514830914274;2985,6022009049434;3056,6623355847023;3127,7328177600757;3198,8459100504633;3269,9992783280436;3341,1900498589994;3412,397303500897;3483,612119314107;3554,819633837414;3626,020059522758;3697,2092421811108;3768,3938573453133;3839,573803410619;3910,7553916069924;3981,9373057806756;4053,1229392041164;4124,309312833254;4195,498069246214;4266,686149867179;4337,875017172742;4409,062461949605;4480,250210157544;4551,436773187935
Georgia;4472,867635471413;4472,867635471413;4472,867635471413;4472,867635471413;4472,867635471413;4472,867635471413;4472,867635471413;4472,867635471413;4472,867635471413;4472,867635471413;4472,867635471413;4472,867635471413;4472,867635471413;4472,867635471413;4472,867635471413;4472,867635471413;4472,867635471413;4472,867635471413;4472,867635471413;4472,867635471413;4472,867635471413;4472,867635471413;4472,867635471413;4472,867635471413;4472,867635471413;4472,867635471413;4472,867635471413;4472,867635471413;4472,867635471413;4472,867635471413
Germany;83916,0995559605;83943,21197931694;83913,28926657028;83870,19200605589;83839,50189472447;83826,2252613859;83821,61486023801;83813,29827103384;83793,3096986486;83761,25100877407;83722,81100062544;83685,82226978795;83656,41543061519;83636,97199551112;83626,24673341158;83620,95826327044;83617,71970289233;83614,3822371628;83610,407552533;83606,42520266154;83603,43331208;83602,10867186238;83602,49488065105;83604,085545456;83606,14052468314;83608,02186810548;83609,39445369606;83610,24414922298;83610,76087442429;83611,17807671052
Ghana;31731,498525901217;32393,201196156075;33057,794268818536;33725,47287242112;34396,267170441984;35070,33960943721;35747,46083178017;36427,41032454761;37109,64827125107;37793,8050782089;38479,42736450206;39166,393349609694;39854,58396331859;40544,15072383745;41235,12425877184;41927,62649602997;42621,537740724525;43316,763360414356;44013,01248560427;44710,10888705754;45407,812024154926;46106,08205140607;46804,86169373161;47504,25699213576;48204,28846812407;48905,03981923519;49606,445266435105;50308,46647707224;51010,94379914681;51713,79450290487
Gibraltar;33,667164769045314;33,63442851096259;33,594569707794804;33,55067978255138;33,506222138323054;33,46438877730177;33,427546247589085;33,396994146680136;33,37293122709789;33,35463794965108;33,34077267222384;33,3297209039752;33,31991751148149;33,310096015492455;33,299434068765024;33,28759278726178;33,274664257838104;33,261055848953056;33,24734427172423;33,23413117253434;33,22192494041949;33,21106385696226;33,201685309270374;33,19373683508834;33,18701834831039;33,18124169597299;33,17609355372183;33,17128999876508;33,16661496918296;33,16193924357184
Greece;10371,241539022529;10318,375381072676;10264,906862295016;10211,249560868977;10157,69094808968;10104,355505195894;10051,222388146094;9998,180319836061;9945,094288075761;9891,860797135492;9838,43757666164;9784,845108016867;9731,14683650626;9677,419932863773;9623,728464768988;9570,107072945751;9516,55784719143;9463,0581896986;9409,574477380304;9356,07575910204;9302,543134019448;9248,97290932128;9195,374087665354;9141,762403546716;9088,15367526161;9034,55876856778;8980,981382323296;8927,41866441147;8873,86376039385;8820,30900301264
Greenland;56,9012396196272;57,04702005323532;57,205772909096034;57,372842111824745;57,54334943704177;57,7130451760495;57,87881988307714;58,03892334775251;58,192915346249876;58,341422476910026;58,48578500593103;58,62767568465196;58,76875717914725;58,910422819098535;59,05364158464017;59,198906857259296;59,346272243757575;59,49544806167027;59,64592882936746;59,79712430031851;59,948472574788816;60,09952176429679;60,24997485980473;60,39969952150364;60,54870961857305;60,69712816394985;60,84514191593367;60,992956779207994;61,14076083319559;61,288698986327695
Grenada;112,97674365608958;113,35551740156833;113,64719914565272;113,85808138997592;114,00673117322494;114,11830977477639;114,21754040763777;114,32258825912665;114,44153818795051;114,57216727530479;114,7046521527921;114,82604126397803;114,92496261696722;114,99517253142709;115,03707463006046;115,05704594021098;115,06506739748237;115,0715829814719;115,08461195276557;115,10792677363051;115,14068893197752;115,17845659772222;115,21508907279059;115,24487480029669;115,26423448029283;115,27256145575235;115,27207162582653;115,26684092929473;115,26142131303733;115,25949643536286
Guadeloupe;399,9960420347124;399,6588962544745;399,1825535904574;398,681175296113;398,25832391959364;397,9871232612637;397,8757317797808;397,88465055666103;397,932326830052;397,93923150936416;397,8420770017281;397,62487878111006;397,30772214856796;396,9473123298936;396,60326736191706;396,3285225502998;396,14211686923363;396,0365593588059;395,973413829964;395,9089795639502;395,8001326045559;395,6276723932794;395,3913157427745;395,11632962063265;394,83398564719334;394,5786436375788;394,3680332742997;394,20688351815863;394,07921830317883;393,96326055760375
Guam;170,1678344784967;171,4259734591016;172,55451050068118;173,56283359736378;174,46652024195683;175,28315989614705;176,02972922746773;176,72114010622428;177,36961737904136;177,98462099889744;178,5730904237791;179,1398491694309;179,6880591061784;180,2196555666523;180,73572553047686;181,23681312982728;181,7231510589206;182,19482489024293;182,6518814171478;183,09439334297377;183,5224920286238;183,9363784233762;184,33632031947252;184,72264206727968;185,09571108436012;185,455923994225;185,80369406751888;186,1394407910787;186,46358181454744;186,77652716585337
Guatemala;18249,826111332583;18584,153092102602;18918,64225452358;19253,527070059987;19589,069098172673;19925,467800139453;20262,790178556264;20600,968615916587;20939,83277980114;21279,183745260878;21618,856887638744;21958,774491998196;22298,952009228287;22639,480560966767;22980,47782880283;23322,04453705381;23664,225575022836;24007,002464342782;24350,302199186663;24694,029513925187;25038,096737892098;25382,45221156047;25727,087615321907;26072,03414072568;26417,34146092626;26763,057404716506;27109,207367745206;27455,787837025102;27802,767428816744;28150,100453799052
Guinea;13495,806175925885;13861,372309288048;14232,701005332488;14614,833051965137;15011,468051269616;15424,833600898002;15853,838829669088;16295,772777117634;16746,196581548636;17201,61947086547;17659,42981204989;18119,670467821255;18583,61309571048;19054,15231523032;19533,529875023207;20023,570417908602;20524,00172709916;21033,684390111095;21550,018844297385;22070,897095057015;22594,330200479395;23120,01933956913;23648,265452755888;24180,692859523228;24718,557553653885;25263,22628181176;25814,71594304216;26372,6827430182;26935,616885327723;27502,32422734989
Guinea-Bissau;2015,5502879672965;2063,5046344972156;2111,76317286178;2160,191465113568;2208,6852015711456;2257,1632294890683;2305,607299949282;2354,0256289245267;2402,462126114792;2450,9486114002907;2499,5134897848575;2548,1507095924;2596,8454156147154;2645,561790636517;2694,2754269548454;2742,962688717377;2791,623424074654;2840,2613096866276;2888,8953013741316;2937,5364969302586;2986,1981947783265;3034,8786561597417;3083,575985649719;3132,2778271994634;3180,9780343845255;3229,667631570317;3278,3478708266575;3327,0187583604506;3375,687821574765;3424,3578298679276
Guyana;790,3795431217811;794,2389453271744;798,1253801176878;802,0202843415661;805,9060531431203;809,7715746571664;813,6143836364706;817,439549974524;821,2564150384352;825,0747082016768;828,901417284504;832,7392318710494;836,5866931462011;840,4396139139678;844,293031070535;848,1429534441745;851,9874010959859;855,82657099458;859,6622772983696;863,4970092724811;867,3329918259407;871,1715445567785;875,0128731760842;878,8562600688407;882,7005024280527;886,54440301531;890,3871466676745;894,2284699573735;898,068617887158;901,9081500934403
Haiti;11541,687218004708;11680,619945352186;11819,331182042431;11957,820928075445;12096,089183451228;12234,135948169778;12371,961222231097;12509,565005635184;12646,94729838204;12784,108100471663;12921,047411904055;13057,765232679216;13194,261562797146;13330,536402257845;13466,589751061312;13602,421609207548;13738,031976696551;13873,420853528323;14008,588239702864;14143,534135220172;14278,258540080249;14412,761454283094;14547,042877828708;14681,10281071709;14814,94125294824;14948,558204522158;15081,953665438845;15215,1276356983;15348,080115300523;15480,811104245515
Holy See;0,7980932773583225;0,7839249418525939;0,7669929221705049;0,756456285224019;0,7544394969135058;0,7571754007690237;0,7622747608864162;0,7682707667915855;0,7743042249914767;0,7799082127841479;0,7848625117494156;0,7890965855613826;0,7926260126727768;0,795511729091685;0,7978346308611716;0,7996803667551116;0,801130769139767;0,8022595094309999;0,8031303594720139;0,8037969902015107;0,8043036157631731;0,8046860463090217;0,8049728831063975;0,805186701439593;0,8053451387510222;0,8054618504890945;0,8055473232482149;0,8056095502117087;0,8056545818676772;0,8056869683006022
Honduras;10062,903899845925;10221,07867235511;10379,163041994241;10537,276571559005;10695,445778329204;10853,73554902574;11012,118222489707;11170,603775848153;11329,140492628103;11487,727648662749;11646,327845903978;11804,955218881605;11963,594279776593;12122,269304625865;12280,973461148105;12439,727640559437;12598,522438581578;12757,37024723591;12916,258311230864;13075,193977739465;13234,165382616993;13393,179311079222;13552,227263525996;13711,316680461048;13870,441719834138;14029,609369260132;14188,814769662935;14348,063460018486;14507,350785079496;14666,680908057053
Hungary;9634,087164905222;9606,046667935101;9576,776528971814;9546,955239056664;9517,157972236486;9487,717474377032;9458,697627750247;9429,957215420673;9401,259183918619;9372,378683113058;9343,176407312094;9313,623890485074;9283,786186891379;9253,779259363979;9223,72255934571;9193,703128905283;9163,759410845101;9133,884482141591;9104,042383757609;9074,18883721993;9044,288654969792;9014,325309287828;8984,301838907848;8954,235220791621;8924,14780043862;8894,059305266937;8863,981807117856;8833,918416968778;8803,865102681215;8773,814204492981
Iceland;343,2728417964444;345,0860921602905;346,72598390695964;348,26606669597703;349,7911688968576;351,3721267174035;353,0482157799673;354,8210216591667;356,6597340691565;358,5146685235311;360,3340085227785;362,0786184633634;363,73109093742175;365,2973765031742;366,8016595186432;368,27692536313396;369,75449634097765;371,25560708239476;372,7870593259529;374,3415520410148;375,9018904497675;377,4473168104317;378,95987943927275;380,4290597360904;381,853630559319;383,2406453672423;384,6022720974808;385,95167865653127;387,29925927395016;388,6502017448604
India;1393419,7618614072;1406701,3768377476;1419890,4512630287;1433011,956605106;1446062,6022064313;1459012,569327085;1471820,0834188852;1484451,703856439;1496898,476928353;1509180,1501816025;1521335,4665592476;1533403,3078084532;1545403,8643877867;1557328,950658463;1569146,110003907;1580814,4533398775;1592304,502527507;1603612,4091439878;1614761,6907907703;1625791,706129706;1636738,515791968;1647617,4355585694;1658415,7224354814;1669098,885202814;1679627,4956913367;1689976,307340032;1700146,4109550675;1710164,5755628333;1720070,157255384;1729895,9775164025
Indonesia;276367,01621869527;279151,59871836315;281873,66091560555;284527,4815084422;287110,9688674314;289622,07149516157;292062,3372051566;294432,53492676176;296735,3099488638;298971,28444063576;301141,87545753655;303246,35732650023;305284,8881635786;307256,1563232429;309160,1621038211;310995,98451661173;312764,0803328408;314464,075130714;316096,69329481723;317661,7190238268;319159,7547488179;320590,45483545354;321954,1849774541;323250,49497381505;324479,6422983332;325641,21935896843;326735,50333355606;327762,1927164767;328721,59545196657;329613,47670231725
Iran (Islamic Republic of);85025,17534001174;86005,2256627483;86932,58627853537;87809,76277419504;88640,75055295945;89429,87226374804;90181,04096383908;90897,41670906785;91581,36254164242;92234,58309896503;92858,33864453463;93453,65558774801;94021,48826216832;94562,81641995863;95078,68372698883;95570,1935617106;96038,48123454665;96484,67911646282;96909,88593083278;97315,1458686224;97701,43863340572;98069,67859956101;98420,71995602985;98755,36463792033;99074,37052317115;99378,45833337067;99668,31659319777;99944,60468621977;100207,95443876323;100458,97079935831
Iraq;41198,733438470226;42232,33455315342;43302,84068899118;44372,73612482259;45414,54324901742;46407,6509570093;47356,233146714665;48273,543284715495;49187,50686547615;50118,259694202476;51083,08814360689;52080,01212954247;53101,47153376079;54127,08612705086;55142,65603073955;56134,05486122828;57102,25317317441;58051,14346507183;58995,73864087946;59945,86867605574;60913,058836807;61896,80995386178;62895,63405298366;63898,39261906974;64898,491436736695;65886,54643869128;66862,91764331578;67827,56762270877;68788,85432972557;69751,0056603515
Ireland;4980,865528134128;5013,367670361466;5039,6825764153455;5066,365233114293;5098,32842587283;5138,651298008331;5186,556664828873;5239,3941647280435;5292,630666519946;5342,781077973811;5387,341197794448;5426,582345976744;5462,027434545321;5496,787802391581;5533,289281743506;5573,516610125983;5617,449142153803;5664,268437752423;5711,841847597946;5758,507115868161;5802,713913566832;5844,372174452339;5883,866861812023;5922,657996636189;5961,862026981436;6002,6759720297805;6045,222448464544;6089,373833785475;6134,128880846652;6178,755560002742
Isle of Man;85,30578428403432;85,36837323463577;85,23935335516781;84,98943332234956;84,71658577247352;84,51652237240431;84,45620046215986;84,55750618256782;84,79483860329563;85,10613809120265;85,41318845222162;85,64477430810953;85,75600070547615;85,73869712468651;85,62072852129246;85,45530802518073;85,30410635378915;85,21937495654562;85,23015067972545;85,33605876979118;85,5098250584835;85,70708799907028;85,88017925325518;85,99170531801246;86,02415720507051;85,98319025645105;85,89417398251685;85,79352197940558;85,71764546933451;85,69280568700567
Israel;8788,86818115327;8919,533575943926;9048,395862399004;9176,888160068482;9306,160756491292;9437,027158978615;9569,516649681664;9703,2426611974;9837,38952232328;9971,256801080246;10104,275424686912;10236,341347732949;10367,598154761861;10498,496712590892;10629,449849514838;10760,83929363396;10892,77465917748;11025,224906554822;11157,946912069005;11290,704317522639;11423,248467628222;11555,488460625576;11687,408986800016;11819,137356042103;11950,804466832795;12082,568409060104;12214,496429473216;12346,618202495083;12478,86935489325;12611,180255869005
Italy;60374,277146751716;60287,61823652257;60197,25264705088;60092,89271550631;59967,652209957574;59816,82245134967;59643,607284988866;59453,88002503867;59257,85322097673;59062,92920802459;58875,21123034194;58694,54453874642;58518,773386388326;58341,79872308901;58159,34604110938;57967,38511728874;57766,45919319797;57558,23252891452;57347,574191170235;57137,91781915834;56932,88964247813;56732,59189294506;56536,47766170006;56341,288611753465;56144,83703540198;55944,40816997206;55739,95199925906;55531,66809762418;55321,97997908;55112,43676531557
Jamaica;2973,6140125886914;2985,8053557249823;2997,927772786947;3010,146941861307;3022,5602511039583;3035,1797589290677;3047,9432118010536;3060,746611683118;3073,4852535668692;3086,088926816794;3098,5407055300575;3110,875504913003;3123,161701497737;3135,4742021535794;3147,868998091574;3160,3673760507386;3172,9536677780047;3185,5854393017107;3198,211082080869;3210,788020938701;3223,2954739872516;3235,7383147743067;3248,141979459819;3260,54131146276;3272,967833914994;3285,439845444255;3297,958208849688;3310,5084412734227;3323,067561361502;3335,612796329754
Japan;126052,33667568017;125592,19463149834;125102,06074297;124588,48189490731;124057,46697011038;123513,90667079564;122961,45020279994;122402,67204938293;121839,34807480634;121272,7167490493;120703,67089779032;120132,87613385315;119560,83620359073;118987,92907864177;118414,43098218286;117840,53691611951;117266,37996486889;116692,0486702185;116117,60126279588;115543,07619623009;114968,4992562355;114393,88802117924;113819,25455822665;113244,60708282939;112669,95106017923;112095,2900052994;111520,62609323463;110945,96062020706;110371,29433521559;109796,62766237409
Jordan;10278,145334632245;10337,057735682112;10392,499904593162;10458,281541360542;10547,372364920333;10669,907068276421;10831,958277888254;11035,288081132894;11277,837887245718;11554,54278078742;11858,146646574505;12179,900777133727;12510,195136820783;12839,21950349175;13157,695973976559;13457,632676653695;13732,98729517375;13980,127542202925;14198,022758800449;14388,163602144183;14554,255138934292;14701,74947604104;14837,281857116377;14968,062218306339;15101,264258597552;15243,45055889838;15400,07258144412;15575,082981823536;15770,69051228838;15987,274472074245
Kazakhstan;18995,93192854275;19209,458909291247;19417,82167335451;19621,780081637597;19822,22977847437;20020,069227014254;20216,08705779229;20410,898162746314;20604,930458722552;20798,448981175443;20991,59896653521;21184,451670487713;21377,04223152965;21569,394972934275;21761,53632515685;21953,498342448147;22145,316697091934;22337,026615310486;22528,659132045905;22720,23884096184;22911,78335006734;23103,304064051357;23294,807687841974;23486,297882162577;23677,776677056445;23869,245457404024;24060,705506534916;24252,15820021714;24443,60498357585;24635,047254938203
Kenya;54986,537604863115;56218,87269868273;57466,815221157274;58729,452924604535;60006,53449489896;61297,95785935972;62603,3380209426;63921,932629353534;65252,82085269395;66595,10809166769;67948,01898917946;69310,87933485153;70683,05825516145;72063,93146434602;73452,88119592842;74849,31550587728;76252,68464704476;77662,4846609809;79078,25134230609;80499,55236385691;81925,98262438148;83357,16319657107;84792,7416614565;86232,39179265405;87675,81201292809;89122,7231827664;90572,86649595204;92026,001857576;93481,90667013486;94940,37477437289
Kiribati;121,32726815480414;123,2181230273961;125,0864909998923;126,91430798461171;128,69870818940873;130,4515428438334;132,19226754584614;133,941105419747;135,7121898921575;137,51041548758462;139,33129596863313;141,16406548150948;142,9960342016544;144,8169337585501;146,62168660394056;148,41113745391874;150,19077100189602;151,96821935579683;153,75050338855684;155,54194345672857;157,34326185128907;159,15196804377823;160,96368089957934;162,77382073430127;164,57907551795537;166,37822301268022;168,17215907250755;169,9632587423722;171,75438239135806;173,54789847894568
Dem. People's Republic of Korea;25778,815;25778,815;25778,815;25778,815;25778,815;25778,815;25778,815;25778,815;25778,815;25778,815;25778,815;25778,815;25778,815;25778,815;25778,815;25778,815;25778,815;25778,815;25778,815;25778,815;25778,815;25778,815;25778,815;25778,815;25778,815;25778,815;25778,815;25778,815;25778,815;25778,815
Republic of Korea;51305,1899515997;51328,36560525703;51335,112937881226;51322,13693522658;51288,37362824978;51234,818359525896;51163,14210696021;51074,404544362726;50968,62516900145;50845,158631864295;50703,342201569896;50542,912852202986;50364,02135941302;50166,984764092835;49952,028015850185;49719,17889826137;49468,32424861851;49199,33256604276;48912,142316536396;48606,7739991629;48283,286892332166;47941,72788295744;47582,107031524494;47204,405054717354;46808,59620194077;46394,66661854115;45962,618499241675;45512,462750802166;45044,20898966045;44557,860064374596
Kuwait;4330,969957688959;4389,096788448629;4443,750050416269;4492,746959460922;4534,0980361613765;4566,939482317152;4591,924461163004;4611,0065694600535;4626,7691055163405;4641,5935588260945;4656,980895053531;4673,247176148018;4689,656701279241;4704,894686001192;4717,674281994272;4727,250449530944;4733,67329859517;4737,7249404317745;4740,601377601274;4743,48263012015;4747,155906335398;4751,817916466432;4757,104284498184;4762,308596322835;4766,691720786868;4769,7624680240815;4771,435109102752;4772,023851064957;4772,096271030219;4772,25439149567
Kyrgyzstan;6628,767227156482;6730,063509500175;6829,070911600832;6926,900857700886;7024,4241853093;7122,052779175691;7219,709450677121;7316,960308221808;7413,2352911437665;7508,048067073065;7601,144034797667;7692,542616561863;7782,481160068726;7871,298406331136;7959,307668770535;8046,703271821834;8133,524284028726;8219,676082445847;8304,991268640888;8389,302248010388;8472,499450213149;8554,559010974377;8635,536918193651;8715,53817804445;8794,676026286897;8873,036488180207;8950,658812012824;9027,535029179404;9103,624998369616;9178,878951803888
Lao People's Democratic Republic;7379,25501949821;7480,8257022524695;7581,098094935181;7681,081061165323;7781,612803155283;7883,1447867309935;7985,69630220995;8088,954151406244;8192,452185541575;8295,755654906408;8398,5915078417;8500,89664854131;8602,788535641439;8704,485840365636;8806,21598685771;8908,141777375802;9010,325663846268;9112,733988823908;9215,270401305957;9317,821038432334;9420,29448989558;9522,645225118822;9624,87704248801;9727,030193424043;9829,160098565171;9931,316338955045;10033,528460486155;10135,801438697796;10238,119939970009;10340,457955231164
