;2021;2022;2023;2024;2025;2026;2027;2028;2029;2030;2031;2032;2033;2034;2035;2036;2037;2038;2039;2040;2041;2042;2043;2044;2045;2046;2047;2048;2049;2050
Latvia;1866,8510934869826;1848,424514757798;1830,4958271114888;1812,6217915156947;1794,4718170902966;1775,8990240433902;1756,9405469007668;1737,760864531235;1718,5678315876953;1699,5338362379596;1680,7460933372213;1662,1956447186972;1643,8001577485716;1625,4457944771946;1607,0304515751814;1588,4940459053978;1569,8287952471483;1551,0704335298017;1532,277270371784;1513,50645937925;1494,7957390560132;1476,1553724697221;1457,5707033434485;1439,0122253713573;1420,4482980398736;1401,8558298114817;1383,2259095788975;1364,5636476632537;1345,883518166923;1327,2026722568435
Lebanon;6782,521784836055;6737,440069616993;6703,091123549613;6684,5800132065615;6684,316564303998;6695,942406260536;6712,877939222265;6724,99315298937;6727,4829750174;6716,550323614524;6695,5459727319785;6668,106130444197;6641,849457638946;6620,764955371861;6609,062131855071;6605,265928941928;6607,821872803627;6611,213455370585;6612,438241367215;6607,450318979975;6596,653886716701;6580,227157087074;6562,031312806371;6544,113784156524;6530,059571805483;6519,994942713657;6514,5768748753;6511,182538694725;6508,585101555992;6503,77477818138
Lesotho;2159,062330077104;2175,5191116024407;2191,4743980256612;2206,8377051017123;2221,5652495729914;2235,655089980183;2249,1330095420067;2262,041514699799;2274,429134446766;2286,3432125416807;2297,825191731828;2308,9086015877556;2319,6188628583336;2329,974369439979;2339,988163876911;2349,6697568844215;2359,026748964209;2368,066086563821;2376,794894220962;2385,2209150877666;2393,352638111462;2401,1992103167486;2408,770228664199;2416,075489753358;2423,1247530218984;2429,9275504821803;2436,4930566112157;2442,83001771587;2448,9467311602057;2454,85106069318
Liberia;5179,06095604946;5300,918657829802;5422,192865424431;5542,584719734064;5661,777478991027;5780,259414866793;5898,346551055643;6016,754809180935;6135,674516507802;6255,383107675887;6375,573596665732;6496,0898785004965;6616,441448083711;6736,5110732148905;6856,067162725405;6975,304796425548;7094,28715920009;7213,350276825647;7332,560543129777;7452,103918548309;7571,853478331261;7691,7970002583015;7811,703524880305;7931,540261728471;8051,161502424197;8170,65228843954;8289,998892559568;8409,360890452686;8528,749864932319;8648,278129669885
Libya;6956,73229768612;7034,917904332805;7109,338280050442;7185,163628852549;7266,194567004846;7354,527397631231;7449,141828409426;7547,465330634102;7645,672838821208;7740,950142443618;7831,60400848184;7918,206423773982;8002,396343860649;8086,804564078662;8173,348997267293;8263,254520526649;8356,119608597794;8450,838470496044;8545,538966893082;8638,871671538926;8729,910392890317;8818,910158904842;8906,588138948347;8994,259519546731;9082,854756360373;9173,060812610274;9264,705034368015;9357,320800293743;9449,976190087156;9542,02816327788
Liechtenstein;38,277096350784376;38,45172601341156;38,656492270463914;38,88468752825926;39,12543995399217;39,366752263112765;39,59977200624098;39,81827596497472;40,02069817755675;40,20891817282372;40,38738409692434;40,56178000477055;40,73745201620795;40,91851483332388;41,10714762645791;41,303555503095815;41,5063027273973;41,712912864604924;41,920595365475265;42,12687069424761;42,33002877324349;42,529331986734;42,72497999156486;42,91788950001996;43,10936575206646;43,3007591230628;43,49317721037654;43,68730291939351;43,88333524712188;44,08104116208266
Lithuania;2689,7456083678303;2661,2319107099984;2635,2071725034434;2610,000853315833;2584,3711714468923;2557,7925526913855;2530,4341704245626;2502,906847198272;2475,918850305369;2449,980830017983;2425,250978232265;2401,5417849513356;2378,448564816138;2355,526626984032;2332,4437964375825;2309,0604321193136;2285,4253878779323;2261,708372711669;2238,106701853764;2214,764688316347;2191,7307739132134;2168,958600098605;2146,3414834288033;2123,7605322168383;2101,1264204676145;2078,401636201645;2055,5998626034234;2032,7679020222834;2009,9604109573233;1987,2178757663096
Luxembourg;634,8767000086928;642,6321534752254;649,6522295597217;656,4097516330868;663,3015977280628;670,5598857420002;678,2297977790122;686,2062136977506;694,3051342471476;702,3407973147739;710,1843273758882;717,7908593232501;725,1945450878196;732,4806021526825;739,7482907191423;747,0781584455528;754,5124646035256;762,0516275100059;769,6640393522121;777,3031825481568;784,9251981993762;792,501520575343;800,0239350165493;807,5023143101762;814,9574318004301;822,4121694438516;829,8841449475832;837,3816466346244;844,9033264948272;852,4408647867579
Madagascar;28427,333350001456;29178,38964548767;29944,25383363294;30725,023063686935;31520,693985032558;32331,295436600998;33156,80157133324;33997,22642021083;34852,550712261596;35722,787331636304;36607,923843309254;37507,97101946645;38422,919898025124;39352,77857159289;40297,540208092905;41257,21078918743;42231,78513421652;43221,26771545018;44225,65464290797;45244,94927854408;46279,14870642818;47328,25545282994;48392,26732963123;49471,186233379536;50565,01052124209;51673,74161676888;52797,378286563304;53935,92159924815;55089,37062890255;56257,7261777555
Malawi;19646,083566441837;20172,70967545659;20702,93586311143;21230,08928315402;21749,561630602246;22260,305952585644;22764,434225242294;23266,281546464612;23770,359054811615;24279,96303638362;24795,958221576868;25316,978420778465;25839,987534502143;26361,731622655163;26879,723155283562;27393,180798102814;27902,924475329644;28411,042681934126;28919,85546895207;29431,218190521446;29945,796600663165;30463,114779932297;30981,740070620308;31500,022757984418;32016,58444236075;32530,87417445154;33043,15159515397;33554,394651398165;34065,77194606862;34578,303083933315
Malaysia;32773,5828321945;33173,064402273136;33566,51789097883;33958,30190456251;34351,7457031135;34749,57982816674;35151,507336546514;35556,09256460743;35959,95571740949;36360,66010363679;36756,13772648654;37146,848750755795;37534,03920991081;37920,59541633023;38308,5168876527;38699,59103496146;39093,46528251517;39489,25593355281;39884,66990096905;40278,22903460159;40668,53211704359;41055,98525914969;41441,31732937105;41826,46533938512;42212,608080027414;42600,94123339496;42991,1184161743;43382,62201126029;43773,885021383845;44164,03799855148
Maldives;544,4897634916857;544,2367494493806;541,748438999345;538,7024917343265;536,1850300463597;534,8794236209931;535,4040559822243;538,4600567477513;544,6890570045866;554,3878063767339;567,3094582560601;582,6855463860674;599,4381687201043;616,44613382929;632,7362024260747;647,5553735456684;660,3648865288951;670,8253120491939;678,8122390168777;684,4516250316491;688,1346341033739;690,4798312793897;692,2421744502482;694,1968556177939;697,0336888620009;701,2847477501214;707,2878971908507;715,1759666865128;724,880831535776;736,14894119626
Mali;20854,805578021667;21470,66652208882;22099,968410738893;22744,998663472314;23407,17530574998;24087,20619449054;24784,384264610035;25497,59250247785;26225,316304777298;26966,7481485703;27721,558254449214;28490,35607886891;29273,92283159406;30073,24713956839;30888,765786761192;31720,606144872614;32568,277204672086;33431,246506908145;34308,877657765785;35200,95250246126;36107,444964699236;37028,733369535556;37965,17189515297;38917,1646111754;39884,805480282426;40868,075368802325;41866,69201699647;42880,42552525555;43909,02283543927;44952,456969811275
Malta;442,91986304037584;444,5645370997822;446,4765063282481;448,5499937604438;450,68371555657984;452,74875490369396;454,6819861594485;456,4447445946503;458,07213693641177;459,6126100955571;461,1466978381864;462,7285839392962;464,4031996910356;466,1706145571252;468,0157656400527;469,8952570546748;471,771950261847;473,6081641858095;475,3905111943002;477,1166460943407;478,80558472777113;480,47852510130906;482,1618956515082;483,8708721399416;485,61453016094634;487,3876884187842;489,1807243687374;490,97761005209264;492,7662261436802;494,5367354454422
Marshall Islands;59,6163129648817;60,04782941685058;60,47661362330316;60,89198026869147;61,28652610009756;61,65694664841134;62,00377028265312;62,33033955333993;62,64144718169321;62,942004985397915;63,236021562350466;63,5260290695472;63,812968179857414;64,09644022056794;64,37518008826112;64,64759335085338;64,91222675302961;65,16808854871742;65,41478821898683;65,65251136021294;65,88187672255475;66,1037356771877;66,31897146925266;66,52834118774696;66,7323834347739;66,9313948556445;67,12546319628309;67,31453560086636;67,498498711169;67,67725052278495
Martinique;374,5666235140505;373,4104788730807;371,8402048048558;369,9963654761981;368,0112442335748;366,02023720730494;364,0894768992765;362,26231912325034;360,51932744010537;358,8424385471071;357,18296669470107;355,52083197973934;353,82470514183643;352,09903665163495;350,3364973886159;348,5579739198349;346,76436135243256;344,97618255833726;343,18932575998497;341,41647894642;339,64674214391584;337,88744811976625;336,12556585530757;334,3680329080733;332,6035741670687;330,8409598055433;329,07121433867684;327,30426171558133;325,5320851430945;323,7643491955758
Mauritania;4775,178445485822;4902,207230600075;5030,770657544503;5160,861755623806;5292,5274815506555;5425,765915081224;5560,613501191576;5697,050854997316;5835,095961099921;5974,717006241171;6115,926507453903;6258,69507209767;6403,041491395827;6548,944712092919;6696,42971195435;6845,479323120389;6996,118438197402;7148,328052272474;7302,129394477466;7457,500666873319;7614,46069513644;7772,987364123523;7933,099728337072;8094,777290173933;8258,040193736188;8422,869360727636;8589,285132405605;8757,268703902497;8926,83964568445;9097,97886308757
Mauritius;1273,4374484512687;1274,7573692236965;1275,836320841711;1276,8042296729698;1277,7712188258706;1278,8173847309147;1279,9834775109848;1281,276007904413;1282,6751542451937;1284,146623052148;1285,6521763882106;1287,158208729059;1288,6407581466976;1290,0873213909474;1291,4958969209054;1292,8723283097318;1294,2269037698502;1295,571102215434;1296,9150520198139;1298,2659883015897;1299,6277098115029;1301,0008510133603;1302,3836795350348;1303,773114618036;1305,1657074233028;1306,5584070842012;1307,9490282191086;1309,3364172919732;1310,7203734473871;1312,1014102605689
Mayotte;279,48109713804376;286,1386282418663;292,77333792322975;299,37883185985527;305,95357547200524;312,49967151731715;319,0216067248296;325,5251067402444;332,01618777010526;338,5004476995397;344,98260236529296;351,46624553092215;357,95379392661323;364,4465704409421;370,9449775135416;377,4487170259616;383,9570205772267;390,46886322054587;396,9831431164508;403,4988180953347;410,01499716945636;416,53099028133386;423,04632298792774;429,5607245245963;436,07409806225536;442,5864813181388;449,09800436380414;455,6088498193955;462,1192188989934;468,62930517740176
Mexico;130262,79018514168;131565,2563000989;132839,39899996156;134084,47948600157;135300,0363870649;136485,97102156124;137642,4759386636;138769,87898892423;139868,4844403195;140938,46962429807;141979,85816855656;142992,55687701545;143976,42406511222;144931,33527144024;145857,22329460786;146754,08562959486;147621,9662465603;148460,92590552085;149271,0151604596;150052,25904629964;150804,65554680643;151528,18432419133;152222,81951088857;152888,5407241277;153525,33883492852;154133,2159507134;154712,1813287664;155262,24590548288;155783,41783437534;156275,7003524748
Monaco;39,52704903313879;39,81625500988431;40,11666085347165;40,42616106087958;40,74350565514739;41,06401844370654;41,38334980603002;41,69625824522972;41,998486424255425;42,286501243692;42,55830990641548;42,813272091200204;43,05221937753951;43,27709056626894;43,490652311095616;43,696033774308894;43,89634169310974;44,09427609750435;44,29186917401321;44,490318307011215;44,68995314895932;44,89030655405339;45,09028061342585;45,28836872125601;45,482904446337116;45,672300212286125;45,85524922224186;46,0308685612319;46,19877321401449;46,35907924993503
Mongolia;3329,533478619817;3379,142955314716;3427,581824298936;3475,365157779415;3522,9197669403793;3570,500032952675;3618,1754417878806;3665,8765748954784;3713,4704807566823;3760,8340982566383;3807,9029550344553;3854,6861532479743;3901,2518425354583;3947,6958255423774;3994,1081140844035;4040,549058214719;4087,040525021291;4133,571265492629;4180,111186735366;4226,627687089106;4273,098283569122;4319,516437950523;4365,890485164059;4412,237827334997;4458,5775329665885;4504,924185752167;4551,284684082809;4597,65829058842;4644,039093353354;4690,419468859005
Montenegro;627,9529289695188;627,6026114585055;627,0290903034902;626,2866222067909;625,4811258739601;624,7045093220237;624,0356155465465;623,4908836196973;623,0497556109449;622,642864474599;622,2014557918243;621,6611454374483;621,0025256515327;620,2371415275236;619,4180427785446;618,6037323002298;617,852762827641;617,1908207294566;616,617394816283;616,0962694371808;615,5815371981406;615,023452657235;614,3951250582618;613,6907507619884;612,9344453185247;612,1619479505323;611,4151993475208;610,7208721684038;610,0891284962466;609,5054018841929
Montserrat;5,028995544775094;5,092678404736495;5,190532746039939;5,3103170158832835;5,429635007607505;5,527582929532434;5,591788913356267;5,62045647357274;5,620482620177426;5,6034599792604665;5,581393455213547;5,563471236761376;5,554516257286449;5,555073267876074;5,562632944896359;5,5733193455988435;5,58343545673682;5,590480720807065;5,593517079118861;5,592979096477348;5,590150487378245;5,586555804195418;5,5834647843233105;5,581615578232093;5,581169434719507;5,581840419368413;5,583111369407564;5,584449633824767;5,585462117895305;5,585964343770126
Morocco;37345,767231624486;37776,85280099111;38202,76676787648;38622,338525428;39034,58378966016;39438,87535945713;39834,971389560946;40222,93779941501;40603,019038036124;40975,50837821934;41340,65270844104;41698,606135624446;42049,42874000805;42393,11563212282;42729,63795897269;43058,98018577548;43381,16411348179;43696,256877463806;44004,36552819009;44305,6237034055;44600,17634866658;44888,16709823162;45169,730739599574;45444,99102839791;45714,06258101279;45977,054876824615;46234,076470888525;46485,238086620884;46730,65400902122;46970,441866522044
Mozambique;32160,354943235798;33076,2810791473;33998,547650042114;34923,022348864404;35846,9374676984;36769,10700867019;37689,85999075877;38610,385047424774;39532,10756546494;40455,985723318525;41382,25915434694;42310,3758790366;43239,34710930063;44168,081804805355;45095,82119060853;46022,280115663416;46947,70736916586;47872,6551616211;48797,778030637455;49723,54321424748;50650,14023568971;51577,42256816132;52505,05178770093;53432,61162186361;54359,79812055335;55286,473594215386;56212,71571706972;57138,72516410539;58064,76225442237;58991,020898509894
Myanmar;54805,6534791069;55226,348867226;55659,37361886508;56092,62631599711;56519,148066042595;56938,77922722306;57356,74467850864;57780,39960176334;58215,83337488881;58665,71663796817;59128,97971497843;59602,052422798915;60080,83139038549;60562,4322267177;61046,07463506611;61532,93605778977;62025,256487817096;62525,21422840535;63034,070699864154;63551,86680487413;64077,67200033146;64610,16658022188;65148,25253063118;65691,44316358294;66239,92426271828;66794,3337832167;67355,40914730873;67923,67156684671;68499,26521956944;69081,9817376897
Namibia;2587,2893982847586;2633,618275905457;2679,973946324955;2726,455622110211;2773,1366211601653;2820,0373616566703;2867,125296249199;2914,3336986132144;2961,587685599955;3008,8268897536113;3056,0182411554124;3103,157293151012;3150,260621293205;3197,3539941431627;3244,461102509128;3291,5961811932098;3338,761742746738;3385,950713791207;3433,1510796134708;3480,350874007415;3527,54183516207;3574,7209284221817;3621,8898284773795;3669,053073145705;3716,215827337517;3763,382064646416;3810,553623863752;3857,7301984267206;3904,9100075712736;3952,0907517620617
Nauru;10,886723875682884;10,927466277450135;10,960898920983686;10,993302797009411;11,02876680283189;11,070308992332006;11,118531478561989;11,17276492600895;11,23106387486384;11,29124412352962;11,35118250489666;11,40939270703298;11,465076709520227;11,518189991137232;11,569216639766184;11,618969659020598;11,668317432452536;11,718003867429807;11,768513490879679;11,820041705531368;11,872520778535009;11,925702565586244;11,979252765966068;12,032843660524417;12,086219842036744;12,139234358727803;12,191852010247194;12,244129338357714;12,296179839315581;12,348136304851131
Nepal;29656,01022047692;30153,70667246908;30627,102798635176;31080,08795359076;31519,452727164295;31951,496568325605;32379,79738197779;32804,45673453147;33222,66542474593;33630,09951143309;34022,529982991146;34397,10598847276;34752,98801105394;35091,27145251415;35414,36572389837;35725,12172185221;36026,0145607693;36318,608647023575;36603,40197882039;36880,01497520053;37147,59528635333;37405,27366792609;37652,52577337067;37889,3530289945;38116,26734884891;38334,12545683461;38543,89327676265;38746,424547950905;38942,315954557635;39131,865437675864
Netherlands;17173,1684991012;17211,937770174787;17250,847279685247;17289,499212036368;17327,588075770174;17364,980089070614;17401,713954567826;17437,94650942311;17473,876840360077;17509,679069212074;17545,462241753743;17581,26177281678;17617,055728759286;17652,793500638167;17688,42428834258;17723,91664075119;17759,265701473985;17794,48963717866;17829,61964572254;17864,68861700125;17899,72241335359;17934,73572730405;17969,73245875158;18004,709161003353;18039,659582074517;18074,578576369124;18109,464373298906;18144,31900323185;18179,147313244284;18213,95531315494
New Caledonia;288,17149384991495;290,7736410918841;293,28196751905193;295,697480531431;298,03621687015675;300,32284875398216;302,58307974166354;304,8376082691825;307,0990288776801;309,3717184501269;311,65385988252103;313,9404001449594;316,2258471186179;318,5061976551164;320,77975572121716;323,0469856781369;325,30976750875493;327,57046804263575;329,83115772786886;332,09315263682015;334,3569096443758;336,62219257838206;338,88837625722135;341,1547588544699;343,4207922844379;345,6861925415464;347,9509381052879;350,21519349195836;352,4792041424426;354,7432019243835
New Zealand;4861,063257121014;4899,923918087832;4939,051387168184;4978,493824169852;5018,117762408784;5057,671759881772;5096,882356758098;5135,548014309127;5173,600145371131;5211,114034760089;5248,270705771573;5285,287035628123;5322,340399652971;5359,51350212902;5396,775927809236;5434,0051559168505;5471,036354339358;5507,721660888496;5543,978286766989;5579,810429262197;5615,300116912554;5650,57293139088;5685,7523813845455;5720,919209605872;5756,0887537415165;5791,212237210583;5826,199333598181;5860,952496453273;5895,400504192842;5929,520098918895
Nicaragua;6702,582495592118;6779,699867168866;6856,105944289578;6931,987357264817;7007,4502082734725;7082,502834909696;7157,080802105089;7231,092429424984;7304,461584486373;7377,152219991644;7449,170562718019;7520,550559477094;7591,332951462231;7661,547788470455;7731,20605635183;7800,300982923571;7868,81573587936;7936,732736942892;8004,040576576912;8070,736585153886;8136,825332153945;8202,31479869486;8267,212352593924;8331,522116920692;8395,244333469926;8458,37638894743;8520,91463365838;8582,856071174887;8644,199312160414;8704,94464083582
Niger;25130,699021712986;26082,625728784114;27062,318723775345;28069,7444075388;29104,891189392423;30167,755070904124;31258,334672736702;32376,62951906085;33522,63944572996;34696,36439611846;35897,80435069224;37126,95930271264;38383,829249855036;39668,414191317475;40980,71412682334;42320,729056277174;43688,45897964607;45083,90389691867;46507,06380809107;47957,93871316189;49436,528612130685;50942,83350499729;52476,85339176163;54038,588272423716;55628,03814698353;57245,20301544107;58890,08287779632;60562,6777340493;62262,987584200004;63991,012428248425
Nigeria;211403,0053287003;216754,5368343935;222195,02595463465;227724,96593630197;233344,5371663114;239053,44930828287;244851,28583437175;250737,5494994564;256711,997052221;262774,55750016787;268925,4447154002;275164,90751743724;281493,2371414968;287910,5450296365;294416,8543568627;301012,01389580354;307695,87928917195;314468,2803331273;321329,1726833232;328278,55180374824;335316,5218965296;342443,16381649044;349658,57724451856;356962,7740631742;364355,75311099517;371837,44371839834;379407,8026954881;387066,77120455075;394814,3518090066;402650,54622902395
Niue;1,6217723090697933;1,6251678533667504;1,6281019920304536;1,6305407554634876;1,6324881675550014;1,6339750609381172;1,6350495914203789;1,6357695015631588;1,6361960694086917;1,6363896008854362;1,6364062773457528;1,6362961469206359;1,6361020442013001;1,635859232052655;1,6355955777157594;1,6353320991090008;1,6350837434816112;1,6348602870959843;1,6346672698269047;1,634506901409207;1,6343788959231493;1,6342812077094764;1,6342106552473277;1,6341634297888634;1,634135493028956;1,6341228731710273;1,6341218718343504;1,6341291957345834;1,6341420273340914;1,634158048038945
North Macedonia;2082,656558743846;2081,363003985309;2079,6332171918457;2077,6713076004125;2075,634119685171;2073,6448506860606;2071,7185251472047;2069,8274933801426;2067,8793599432565;2065,8072291366093;2063,550734930089;2061,1202505282236;2058,545656719733;2055,9046381273665;2053,253589696686;2050,6504885405298;2048,1011785308233;2045,6016295429952;2043,1084695937839;2040,59354565155;2038,0201435301328;2035,3883397527566;2032,6997690756077;2029,9865085386032;2027,2675107727555;2024,5722058929798;2021,9024241817856;2019,2624529870793;2016,6321107934505;2014,0022385671855
Northern Mariana Islands;57,93912248180645;58,35482935725655;58,780651371558996;59,18460793934968;59,53793589583768;59,823919213657646;60,04150314722009;60,20348094085184;60,33076648733899;60,44519381550049;60,56329309644213;60,69275375695881;60,83216087068197;60,97349303112051;61,10612655404396;61,22086286423151;61,312758591078676;61,382122379676545;61,433713129336574;61,47471248117477;61,5123110629894;61,55171191041961;61,59508166922402;61,64159636268004;61,68837012925068;61,73182630071716;61,76901631370962;61,79849765432418;61,82058625784755;61,8370217376883
Norway;5465,824269360432;5512,310408120039;5560,365339911697;5609,3659696744035;5658,787069007457;5708,165884458068;5757,219518107244;5805,806809979806;5853,923591192225;5901,649049624925;5949,10887729853;5996,434356592853;6043,738268556996;6091,099731240383;6138,561460648337;6186,133804257336;6233,80370541896;6281,544723405725;6329,326288798294;6377,120580845492;6424,906671595452;6472,672031563129;6520,412027990093;6568,128152302528;6615,825727484761;6663,511677123;6711,192742797807;6758,874322917459;6806,559938864836;6854,251217362429
Oman;5228,365853725716;5342,723507599544;5453,422683217834;5562,54560065994;5672,712479005371;5784,392084170987;5898,427823292023;6013,802913560956;6130,379313509344;6246,787835017631;6363,0257869053885;6478,20456472114;6592,881335482993;6706,674852799976;6820,441334955151;6933,909046089634;7047,842411882612;7161,794549004428;7276,304232054177;7390,757444132053;7505,575403580973;7620,1277591959615;7734,861045968232;7849,227948218426;7963,743508358627;8077,934570813196;8192,341621713795;8306,508671948046;8420,950203050808;8535,192593650776
Pakistan;225195,54342317913;229478,98801041392;233755,70061499585;238044,42314884212;242357,64478340265;246701,1632709104;251069,52982531852;255453,20416666582;259839,55629999604;264221,12670464197;268594,3339343483;272962,89329240454;277332,06639946933;281709,0205392973;286096,9180648587;290496,9675617035;294905,63900412;299319,2757921763;303732,9708857888;308144,95220968954;312554,2835818984;316963,25173235615;321373,6377044686;325788,2128778334;330207,3557430396;334631,32656406326;339058,1554481507;343486,6845091187;347914,9325682037;352342,7932925245
Palau;18,176795134624236;18,258584977883775;18,33482542969265;18,40624004813378;18,472165851493653;18,53313785216803;18,58945241811846;18,641812127298405;18,690808019575158;18,73703356224798;18,780898717534303;18,822666033894464;18,86243002998776;18,900178358017303;18,93583934145533;18,969343883021303;19,00066621685091;19,029849130168365;19,057005639706414;19,08230443953605;19,105943942205375;19,128123800629023;19,149020272617378;19,168770429669372;19,187466898256506;19,205162383827417;19,221881103998605;19,237633353736893;19,252429433965034;19,26629006195472
State of Palestine;5221,883315529532;5342,407710461936;5462,825571657118;5583,4938059916185;5704,721026600493;5826,90796872026;5950,081144389284;6074,1583330600715;6198,721997708346;6323,415217766603;6447,826552927358;6571,829729340134;6695,392029573983;6818,746248688423;6942,1037411972275;7065,738769777258;7189,734318972637;7314,115074363204;7438,712763694003;7563,37045051544;7687,877637478052;7812,157843034564;7936,174642865935;8060,035326373601;8183,844746574946;8307,754704013541;8431,82531726833;8556,09116094374;8680,481437296676;8804,924144663662
Panama;4381,573576824425;4447,107340992708;4512,023408514631;4577,122208971846;4643,050480159062;4710,074265995216;4778,0021012134985;4846,278983456847;4914,207661981202;4981,210018401904;5047,031228303809;5111,815416447057;5176,032062468651;5240,287853952793;5305,098548993256;5370,706022269082;5437,0047089521295;5503,598433145637;5569,960028125539;5635,630193949515;5700,3811181905;5764,287157250401;5827,681766744406;5891,022383881437;5954,717326919;6018,979742319192;6083,760339930664;6148,779233172389;6213,6400449856765;6277,98038199643
Papua New Guinea;9118,462103007989;9290,246740490955;9462,215116029853;9634,612915456935;9807,56419983413;9981,367405695957;10155,99654865444;10331,468991060941;10507,490796853504;10683,911287060699;10860,436826005189;11037,049835728378;11213,671553765796;11390,476596425542;11567,502496444655;11744,918881728765;11922,67065944825;12100,782593206948;12279,078527517224;12457,517198321611;12635,942196703307;12814,387757092807;12992,805153986019;13171,312993717975;13349,906787646787;13528,687979447704;13707,599559390324;13886,67008302421;14065,790124471627;14244,963994580894
Paraguay;7219,609352258685;7305,859100572722;7391,341875944583;7476,150588444121;7560,36523512103;7644,029439864232;7727,147989817222;7809,698836507379;7891,650265935646;7972,975405860533;8053,659928900441;8133,702650756825;8213,11131624304;8291,896743182617;8370,067952763484;8447,629643856593;8524,582070088974;8600,922516529998;8676,647295652538;8751,753380890867;8826,239233498918;8900,104817313744;8973,351082251165;9045,979284463438;9117,990438701057;9189,385048053555;9260,163108004952;9330,324286778507;9399,868156746454;9468,794377902434
Peru;33362,77703398396;33698,58335391421;34011,66624570017;34337,45808168449;34700,94173482567;35108,585094781374;35548,010691582596;35994,62702065573;36421,99129650065;36811,67933742315;37159,10347081692;37473,61046343716;37773,476229141386;38078,21138635332;38401,29978976748;38745,97659085889;39105,241963310065;39465,61993675775;39812,857660900285;40137,2570957583;40436,729952577225;40716,71847133501;40987,369700752206;41259,31161064515;41539,73664931425;41830,19060458047;42126,680591889744;42421,79710440426;42707,84300203471;42979,70916499508
Philippines;111052,27257822438;112526,39946804327;113995,17156368557;115445,62132985525;116869,44554066604;118261,87063483264;119626,72853866214;120970,33685315568;122302,32965171599;123628,08745983943;124950,61698903797;126266,32798133527;127570,50598248046;128856,00940462382;130119,4783807166;131359,03445195378;132577,89067158912;133779,48993256883;134969,12302926235;136148,77214118539;137319,61112453626;138478,8480504752;139624,02949860145;140751,23063937193;141859,39302060704;142947,77091753116;144018,74319545398;145074,00644015186;146116,4825815234;147146,6235878343
Poland;37795,75409996396;37735,75896686886;37669,22097406849;37599,57331874722;37529,911082008206;37462,214533911014;37397,09636089081;37334,01371844099;37271,7629188022;37209,037496512465;37144,86812158415;37078,84478814428;37011,11208792478;36942,19813208989;36872,77140653639;36803,41682657759;36734,49289473007;36666,091700812634;36598,087269944415;36530,23521575276;36462,28095651652;36394,042237431524;36325,44818089299;36256,53459191056;36187,40830739948;36118,19926181502;36049,01775424962;35979,92832513306;35910,94375503925;35842,03580127971
Portugal;10167,616797506671;10140,33668737472;10117,137855590307;10100,16218949039;10090,665176654073;10088,701823622476;10093,256720483889;10102,65959176804;10115,07297582968;10128,876714476986;10142,86263435254;10156,24473679453;10168,551411398299;10179,484264297907;10188,810118709443;10196,316483094311;10201,825207820644;10205,236946233255;10206,57431326184;10206,00066036355;10203,806628621269;10200,370609831843;10196,107193588257;10191,41848816447;10186,658676731598;10182,115485041018;10178,00637590188;10174,484024394955;10171,64526579844;10169,539419515271
Puerto Rico;2824,718957094979;2814,4209133421327;2810,7743128849015;2793,9756592910703;2751,208770955484;2681,0026932779256;2592,867764164092;2502,703004586942;2426,0798292348773;2372,1755624553552;2340,6670825005417;2322,566842545668;2304,3737874195476;2273,6688015205286;2223,864483271192;2156,3231080795103;2079,2179313431393;2003,8291369211063;1939,9123404191073;1892,0140770153766;1858,0971160561503;1830,8350010214829;1800,8682173950283;1760,6042716761785;1707,0401236292764;1642,5821132571393;1573,6965577610154;1508,0818407944241;1451,5760605717953;1406,0248197400815
Qatar;2931,524763245238;2984,5961005748677;3040,362019256947;3098,381347062799;3157,998142800919;3218,530113266421;3279,3845861001387;3340,1237097089315;3400,486143059704;3460,3727381266335;3519,8082326166814;3578,8930731377563;3637,757670961532;3696,5270735899367;3755,2992418507347;3814,1362779644724;3873,065627228969;3932,087414081388;3991,1842923742397;4050,331031116218;4109,502119976862;4168,676677089451;4227,840710641519;4286,987265318348;4346,115190559676;4405,22726052275;4464,32823394838;4523,423240992446;4582,516682743513;4641,611665535144
Romania;19129,462212607712;19036,70478927966;18952,655952791454;18868,187968655697;18776,795335797804;18675,06390889193;18564,778863655745;18450,238745749317;18337,560629004533;18231,027897166816;18132,872895859913;18041,65714794744;17954,25620129031;17866,226391869965;17774,469072529835;17677,285388101063;17575,612808826412;17471,546712867883;17368,170621466026;17267,602986037295;17171,03103105105;17077,762566518784;16986,327598502437;16894,52722954678;16800,867226883965;16704,47610392361;16605,831207109368;16505,934275110652;16406,330536781035;16308,053034501996
Russian Federation;145919,0134775599;145832,7526541313;145687,7177678398;145497,2204647074;145273,1071499191;145024,91568660078;144760,4858567505;144487,04645879098;144211,92399979453;143942,52040889752;143685,71717388093;143447,1274209936;143230,58630627833;143038,05511607675;142869,88049895878;142725,21730949575;142602,42299366326;142499,31986176086;142413,32662128794;142341,52575277796;142280,7404889785;142227,66055379264;142179,01080362048;142131,72762764787;142083,10422888186;142030,881785089;141973,2853533847;141909,01909834155;141837,239771605;141757,52231083665
